ctx-lh-lateralorbitofrontal,ctx-lh-parsorbitalis,ctx-lh-frontalpole,ctx-lh-medialorbitofrontal,ctx-lh-parstriangularis,ctx-lh-parsopercularis,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-caudalmiddlefrontal,ctx-lh-precentral,ctx-lh-paracentral,ctx-lh-rostralanteriorcingulate,ctx-lh-caudalanteriorcingulate,ctx-lh-posteriorcingulate,ctx-lh-isthmuscingulate,ctx-lh-postcentral,ctx-lh-supramarginal,ctx-lh-superiorparietal,ctx-lh-inferiorparietal,ctx-lh-precuneus,ctx-lh-cuneus,ctx-lh-pericalcarine,ctx-lh-lateraloccipital,ctx-lh-lingual,ctx-lh-fusiform,ctx-lh-parahippocampal,ctx-lh-entorhinal,ctx-lh-temporalpole,ctx-lh-inferiortemporal,ctx-lh-middletemporal,ctx-lh-bankssts,ctx-lh-superiortemporal,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-lateralorbitofrontal,ctx-rh-parsorbitalis,ctx-rh-frontalpole,ctx-rh-medialorbitofrontal,ctx-rh-parstriangularis,ctx-rh-parsopercularis,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-caudalmiddlefrontal,ctx-rh-precentral,ctx-rh-paracentral,ctx-rh-rostralanteriorcingulate,ctx-rh-caudalanteriorcingulate,ctx-rh-posteriorcingulate,ctx-rh-isthmuscingulate,ctx-rh-postcentral,ctx-rh-supramarginal,ctx-rh-superiorparietal,ctx-rh-inferiorparietal,ctx-rh-precuneus,ctx-rh-cuneus,ctx-rh-pericalcarine,ctx-rh-lateraloccipital,ctx-rh-lingual,ctx-rh-fusiform,ctx-rh-parahippocampal,ctx-rh-entorhinal,ctx-rh-temporalpole,ctx-rh-inferiortemporal,ctx-rh-middletemporal,ctx-rh-bankssts,ctx-rh-superiortemporal,ctx-rh-transversetemporal,ctx-rh-insula
0.002989217,0,0,0.001183607,0.000679002,0,0,0,0,0,0,0,0,0,1.046256983,0,0,16.65404077,0.049993903,32.59507909,0,48.23504142,6.655729121,2.427603204,0.000660775,0.02526003,0,0,0.000961076,0.000282426,0.000433276,0.006312942,0.004671338,0.005414718,0.001468583,0.002939015,0,0,0.000329815,0,0,0,0,0,0,0,0,0,0.110628571,0,0,0.07310705,0.000312386,0.037097188,25.88463313,23.67749488,0.303341902,27.03987823,0.011440641,0,0,0,0.00015201,0.000511247,0,0.000470773,0,0.002940844
0.030896933,0.004031097,0,0.014507089,0.004232397,0,0,0,0,0,0,0,0,0,1.562136436,0,0,0.606346549,0.039977083,1.50257322,70.51058607,0,7.926249303,47.61441628,0.026458735,0.004185351,0.000621891,0,0.016001153,0.001187825,0,0.002219932,0,0.010224674,0.002036199,0.005899705,0,0.000289184,0.002234221,0,0,0,0,0,0,0,0,0,0.05866377,0,0,0.088885591,0.000864211,0.016354716,1.484207635,6.176945668,1.330914796,33.49804322,0.004686036,0,0,0,0.001123235,0.001203611,0,0.00066379,0,0.002209131
0.045395283,0.007196094,0.000595711,0.023272116,0.017763845,0.000133967,0.000347584,0.000129266,0,0.000171021,0,0,0,0,0.783174762,0.000214938,0.000963716,5.230682723,29.20331256,0.106740086,5.807138494,13.3754412,0,22.76762626,20.58825329,0.002078822,0.001226349,0.002517835,16.81616381,2.284356253,0.061040996,0.153077404,0.022467631,0.122817118,0.009389671,0.007937877,0,0.00039693,0.004273819,0,0.000251551,0,0,0,0,0,0,0,0.11395388,0,0,0.189131839,0.001197874,0.030094762,0.61126594,0.453130721,1.400076091,0.064786531,0.000529942,0,0,0,0.001064654,0.001381991,0,0.003258937,0,0.013579643
0.43537415,0.036683567,0.001958864,0.124744596,0.03273633,0,0.000332428,0,0,0,0,0.000272405,0,0.000252685,15.2421953,0,0,0.038719922,0.002850808,7.28045977,3.249537893,33.97827212,16.9923566,0,51.04635762,13.68592277,0.025430299,0.014968336,0.680890863,0.041190205,0,0.007320459,0,0.033377086,0.007288992,0.006945493,0,0.000591191,0.00209205,0,0.000423617,0,0,0,0,0,0,0,0.007809111,0,0,0.016755431,0.000183933,0.006180209,0.318009892,1.235856975,0.45562835,17.56399561,0.004891031,0,0,0,0.001146716,0.001539477,0,0.001570167,0,0.008083648
0.040634631,0.001785569,0.000186567,0.011398686,0.001851061,0,8.45E-05,0,0,0,0,0,0,0,0.005384006,0,0,0.000181909,0.001140204,0.000511902,0.003469067,0.044506746,28.22035281,57.58462484,0,66.74780612,35.11521883,7.4189286,72.79341607,0.032977865,0.000156605,0.002329808,0,0.003562435,0.000339213,0.000653702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000179163,0,0,0.000320282,0.001901141,0.003780123,0.053786078,0.001434573,0,0,0,0.000656907,0,0,0,0,0.000235349
0.00211573,0,0,0.000292184,0,0,0,0,0,0.000375752,0.001106195,0,0,0.0010987,1.557991668,0,0,0.000287356,0.000242601,0.015175301,0.000495295,0.004783259,0.001212646,11.15445424,62.42188141,0,19.56445557,0.011570984,0.027707637,0.000280721,0,0.000448029,0,0,0,0,0,0,0,0,0,0,0,0,0.000366636,0,0,0,0.00044833,0,0,0,0,0.000509122,0.000904977,0,0,0.001502404,0,0,0,0,0,0,0,0.000155872,0,0
0.007722008,0,0,0.007444908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145022,0,0,0,0,0.00192712,0.014575903,42.15699602,23.9824781,0,28.33585338,0.269071881,0.001416431,0,0.002111136,0,0.002969195,0,0,0,0.00026434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000919258,0,0,0.003158845,0,0,0,0,0,0,0
3.264379517,0.011250541,0.000662032,2.039085239,0.02520876,0,0,0,0,0,0,0.001141118,0,0,0.000405597,0,0,0.000139958,0.000237276,0.000168976,0,0,0.000671423,0.005757052,6.119239035,0.000890076,27.10469645,0,10.27744126,5.525959368,0,34.41069612,0.000579206,14.87252389,0,0,0,0.003471792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284657,0,0,0,0.000426621,0,0,0,0,0,0.000645369
0.008007206,0.000811853,0,0.004144123,0.001575185,0.021178688,0,0.000352402,0.000499725,0.08385855,0.001880524,0,0,0,0.000397614,0.022009393,0.77255773,0.089247004,4.931191472,0.018913389,0.007139425,0.022776416,16.77457642,0.621850704,74.42531467,0.034668669,0.363949325,8.224855222,0,93.10452821,0.041756943,0.440784248,0.002057009,0.007790406,0.000496327,0.000136073,0,0,0.000119911,0,0,0,0,7.72E-05,0.000875876,0,0,0,0.000133422,0.000185082,8.70E-05,8.07E-05,0,0.000537779,0.000668941,0.002993158,0.001952853,0.028047716,0.000182,0,0,0,8.41E-05,0,0,0.000171233,0,0.00051398
0.198590254,0.01933644,0.001095805,0.034885091,0.018258601,0.108092781,0.000777605,0.000891583,0.001122048,0.450005749,0.004630523,0,0,0.001411523,0.005174997,0.05010791,10.49929659,0.201871491,23.87938226,0.087351211,0.011155829,0.005790646,2.547115828,0.137939292,0.027959495,0,0.001699717,3.770298926,81.51456938,0,40.59229784,75.02147383,0.016959419,0.121066696,0.000810373,0.000699594,0,0.000448934,0.000368664,0,7.53E-05,0.000121253,0,0,0.002439024,0,0,0,0.000137118,0.000188608,0.000177101,0.00073825,0,0.008854404,0.000137504,0.000293513,0.00028432,0.010607234,0,0,0,0,0,0,0,0.001132601,0,0.001154734
0.000598146,0,0,0.000269433,0.007017544,0.111056146,0.000370989,0.000497905,0.000596421,0.261452919,0.001666111,0,0,0.000662361,0.029188558,0.006968641,8.507692308,0.083873638,18.89675378,0.0991365,0.002166378,0,0.060546069,0.000558971,0,0,0,0,0.112008404,48.3142915,0,44.59971367,0.030046435,0.019567691,0,0.000421319,0,0,0,0,0,8.53E-05,0,0,0,0,0.000443754,0,0.001587617,0,0.000306772,0.001617796,0,0.01601553,0,0,0,0,0,0,0,0,0,0.000122609,0.000814332,0.001640689,0.001128987,0.001472909
4.579883553,0.04260355,0.001174595,0.123626885,0.484749098,0.228898426,0.006193943,0.00311061,0.000533333,3.665874148,0.0009529,0.000141283,0,0.002579944,0.043531709,5.586058562,20.95256637,0.33431085,1.148703215,0.337030964,0.026153615,0.000634266,0.281746985,0.00366023,0.001025115,0,0.000904773,23.54396163,0.292546298,81.36556534,31.1372942,0,27.25123472,48.31670481,0.000423572,0.000446528,0,0.000353711,0.000389156,0,0,0.00018673,0,0,0.000135842,0.000152369,0,0.000141683,0.003496249,0,0.001104515,0.003825717,0,0.050634114,0,0,0,0.000502386,0,0,0,0,0,0.000479962,0.000147037,0.005701615,0.00147143,0.006375378
0.006894912,0.009965743,0,0.00241213,0.128038898,0.003711149,0.004397417,0.001156481,0,0.463053527,0.000456308,0,0.000648088,0.000452489,0.006818182,8.692747339,5.894556993,0.02981598,0.058393216,0.034532374,0.012012012,0,0.021134806,0,0,0,0,0,0.00176315,0.016656572,0.075935537,22.05797101,0,27.64021754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795,0,0.000175131,0.000605327,0,0.006515264,0,0,0.000201268,0,0,0,0,0,0,0,0,0.000339271,0.001039501,0.000253614
33.95879182,0.345323741,0.019290696,2.102442148,47.12925981,66.58123491,0.244474928,0.112201659,0.001473839,24.42042282,0.001892347,0.000222816,0,0.000418892,0.001849925,15.88741245,6.176234214,0.015770769,0.023619751,0.01530153,0.001968988,0.000538141,0.013433122,0.008438027,0.00049137,0,0.004206359,5.561873689,0.003948562,0.089109451,0.016837315,42.33787185,41.48514851,0,0,0,0,0.001018416,0.000586052,0.001792597,0.000194941,0.00333927,0.001620029,0.000719092,0.001047889,0.000251699,0,0,0,0.00013183,0.000241706,0.000436086,0,0.001764002,0,0,0,0.000744602,0,0,0,0,0,0,0,0.000354631,0,0.000768344
0.087637142,0.000410383,0.002700712,0.262560778,0.000523013,0,0.00056899,0.000275691,0,0,0.000366334,0.030626986,0,0,0.001392204,0,0,0.001133144,9.10E-05,0.00341961,0.00167838,0.002262443,0.004107981,0.008945581,0,0,0,0,0.000297796,0.000101297,0,0.000317679,0.000233155,0,0,71.21129967,8.138443936,38.37543594,20.91953628,1.127666348,11.80671349,0.001269438,0,9.58E-05,0,0.61028547,0,0,0.004017678,0,0.000222767,0.036249494,0.020977893,0.039467593,0.002017146,0.006445877,0.142779093,0.085918854,0.009088763,0.000395374,3.012927605,14.87740752,0.827196072,0.310424419,0,6.125177344,0.000472813,50.75551241
0.001473995,0,0,0.013062409,0.000332116,0,0.000511509,0.003903598,0,0,0,0,0,0.00036324,0.000868432,0,0,0.001432152,0.00012097,0.006776127,0.000979672,0.000589971,0.004314064,0.012381096,0,0,0,0,0,0,0,0.000148843,0,0,68.64859272,0,0.269908815,0.012144703,47.845682,0.013213382,13.11556203,0.033087433,0,0,0,0,0,0.000408747,0.00665779,0.000179727,0.002079002,0.062648581,0.024407902,0.085545224,0.003583427,0.00789177,0.157851764,0.08595732,0.00365408,0,0,0.0004584,0.00346177,0.009379555,0.000456725,0.059335197,0.000664452,0.758582256
0.00349895,0.001778832,4.650112867,0.701977875,0.000392311,0,0.004892634,0.173732556,0,0,0,0.00399102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.36910755,0.094832827,0,25.07130282,0.000758869,0,6.601337449,1.995269502,0,0,0,0.015441423,0,0,0,0,0,0.000149499,0,0,0,0,0.000198039,0.001384802,0,0,0,0,0,0,0,0,0,0.000497018
