0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278
1,1,0.015477,-0.18714,0.2899,0.75129,0.14364,0.051205,0.24721,0.19426,-0.081597,0.052518,-0.12115,-0.050701,-0.22777,0.31254,-0.15901,0.5458,0.30357,0.092438,0.68819,-0.63025,0.011186,0.32132,-0.40748,-0.23901,-0.082412,0.52427,0.54825,0.28255,-0.11757,0.00032769,0.050407,0.094687,0.68019,0.66252,0.072088,-0.39158,-0.37678,-0.18196,0.082342,-0.041572,0.23151,0.080365,0.47448,0.20141,-0.17378,-0.59544,-0.31677,0.052405,0.73505,-0.16429,0.044553,-0.20692,0.055979,0.21367,0.70751,0.34477,0.094471,0.080576,0.39061,0.08949,0.16698,0.1526,0.10833,-0.085162,-0.019835,0.37646,-0.11252,-0.12017,0.46442,0.2938,0.39853,0.0066754,0.32932,0.50008,-0.127,0.22655,0.26142,-0.35027,0.15427,-0.32182,0.67219,0.59185,-0.24007,0.58324,-0.26253,0.65483,0.59823,-0.020422,0.74777,0.68586,-0.25622,0.72397,0.39311,0.0081777,-0.13562,0.27322,0.50552,0.52587,0.56575,-0.33187,0.34632,-0.008023,0.10571,0.030048,0.035694,0.55636,-0.026277,0.51535,-0.40779,0.50647,0.30637,0.38404,-0.18928,0.4142,0.63812,-0.14561,0.075026,-0.24772,0.073115,-0.15464,0.53962,0.072592,0.53654,0.64771,0.049464,-0.24401,-0.1294,0.1392,-0.29292,-0.19715,-0.27577,0.36254,0.67806,-0.44186,-0.016906,-0.13167,0.6091,0.60093,0.10083,-0.15821,-0.22957,0.53478,-0.13891,0.43326,0.046729,0.48057,0.397,0.063362,-0.15515,-0.065846,-0.49435,-0.28785,0.65659,-0.13542,-0.22924,0.39835,0.23989,-0.19104,0.37935,-0.11487,-0.11447,0.19575,-0.43988,-0.41195,0.31323,0.057629,-0.20455,0.47696,0.013634,-0.67445,-0.093839,0.34619,-0.16424,-0.27507,0.28042,0.448,0.080755,0.084218,0.30127,0.068151,-0.20684,0.32957,-0.2624,-0.046309,-0.66943,0.37851,-0.13427,0.28782,-0.25541,0.23167,-0.51541,-0.085616,-0.12155,0.2815,-0.36956,0.43533,-0.080979,0.45175,-0.47339,0.54849,0.10521,0.1622,-0.66435,0.0045307,0.73779,0.52152,-0.11194,0.54783,0.061576,-0.18269,0.29551,0.28975,0.16513,-0.18612,0.55215,0.18224,0.53126,-0.18973,-0.11714,-0.14283,0.22725,-0.1425,0.16131,-0.45071,-0.1418,-0.21483,-0.15933,0.087458,0.024851,-0.070775,0.027754,-0.10227,-0.35322,0.28905,-0.098102,0.59329,0.22515,0.29114,0.21742,-0.58785,0.32103,0.52719,0.13093,0.007085,0.59239,0.043609,-0.29319,-0.47185,0.25166,-0.52802,0.062982,0.16031,0.38866,0.5034,-0.19146,-0.031038,-0.51335,-0.17773,-0.24695,0.11946,0.28129,-0.31894,0.33171,0.44216,0.29869,-0.45365,0.43585,0.64468,-0.2314,-0.33086,0.14788,-0.22306,-0.46146,0.24409,0.48365,-0.23855,0.64414
2,0.015477,1,0.63736,0.25598,-0.23309,0.2342,-0.17602,-0.37176,0.15442,0.6991,0.35247,-0.46324,-0.17069,-0.44305,0.26497,-0.4497,0.19163,0.089358,0.50742,0.45845,0.54814,0.51703,0.18658,0.7147,0.35242,0.78406,0.053652,0.282,-0.20496,-0.16601,-0.14096,0.16563,0.86196,0.18669,-0.077568,-0.13134,0.2769,0.070725,0.35074,0.18481,-0.43886,0.1337,0.53496,0.31317,-0.056375,0.92136,0.10806,-0.22612,0.11865,0.2222,0.78674,0.22972,-0.4877,0.095443,0.0069947,0.37518,-0.39394,0.41541,-0.21681,-0.34183,-0.59725,0.62716,0.70784,-0.25166,0.83982,-0.46915,0.44873,-0.27739,0.74517,0.33014,0.077919,0.451,-0.44992,0.3241,0.26333,-0.16366,0.6375,0.86499,0.23031,-0.38557,0.41273,0.10878,0.16046,-0.41268,-0.32975,0.0028141,0.22984,-0.26888,0.59851,0.27685,-0.089318,0.43017,0.098253,0.5505,0.52188,-0.18172,0.010748,0.13129,-0.044536,-0.28658,0.43707,0.065384,0.78191,-0.47274,-0.067891,-0.15045,0.39363,-0.20312,0.065749,0.12602,0.51968,0.31656,-0.42747,0.3069,0.25137,0.40056,-0.31189,-0.02701,0.53411,0.053908,-0.21516,0.41921,0.67219,0.41127,-0.057623,-0.35145,-0.43909,0.10662,0.69986,0.1244,0.89199,-0.41948,0.13774,0.29134,0.48514,0.16104,0.3523,0.041531,0.26938,-0.6197,0.12299,0.57525,-0.19941,0.20966,-0.49038,-0.5612,0.038423,0.46889,-0.16171,0.80539,0.21261,0.3245,-0.2062,0.0074116,0.27875,-0.43491,-0.24307,0.18709,0.22087,-0.59441,-0.11989,0.5802,0.14511,-0.19487,-0.31081,-0.48073,-0.22686,-0.47572,-0.37506,0.023149,-0.045343,-0.36542,-0.32567,0.35685,-0.1889,0.27492,-0.40204,-0.17549,0.18844,-0.36213,0.46867,0.13317,0.20382,-0.046839,0.028241,-0.014543,-0.33141,0.67895,0.54238,-0.46731,0.14029,0.34492,-0.34413,-0.27399,-0.58021,0.35489,-0.40385,0.4992,0.42016,0.12086,-0.21295,0.45376,-0.66084,0.1278,-0.17745,-0.17062,-0.17564,-0.25434,-0.16089,0.51678,0.11302,0.070657,0.39449,-0.097959,0.5102,-0.24171,0.012279,0.32645,0.49554,0.19259,-0.20435,0.21493,-0.32267,-0.35999,0.30953,0.085188,-0.41332,0.65487,0.25675,-0.22464,-0.44083,-0.37333,-0.0055891,0.47179,0.18543,0.021796,-0.18547,0.043049,0.08066,-0.37502,0.12254,-0.17345,-0.026279,0.24188,-0.42092,0.3088,0.017591,0.67958,-0.34668,0.0091054,0.098387,-0.4077,-0.038278,-0.20354,0.18256,0.70731,0.074767,0.030861,-0.30532,-0.30895,0.058651,0.081997,0.25723,-0.023604,0.23382,0.56141,0.7031,-0.20554,-0.32801,-0.51705,0.56394,0.014698,0.078169,0.14723,-0.24103,-0.22759,-0.11727,0.1734
3,-0.18714,0.63736,1,0.34835,-0.17485,-0.022497,0.055235,-0.036939,0.073139,0.55845,0.1782,-0.30179,-0.13154,-0.30705,0.40809,-0.2712,0.074539,0.29707,0.47416,0.085359,0.68708,0.8274,0.26492,0.6769,0.22186,0.76004,-0.027595,0.11316,0.05598,-0.042717,-0.08835,0.3393,0.53153,-0.12365,0.084985,0.074872,0.58781,0.15794,0.61957,0.12922,-0.06902,0.013347,0.36165,0.37474,0.26139,0.71782,0.27659,0.034772,0.21064,-0.095245,0.65423,0.042756,-0.32047,-0.21458,0.30605,0.26748,-0.12627,0.35355,-0.30656,-0.15089,-0.32128,0.41853,0.31669,-0.21366,0.75977,-0.3243,0.044512,-0.12368,0.49173,0.38466,0.26717,0.14438,-0.12191,0.66102,0.023665,-0.20597,0.48547,0.54506,0.42077,0.025016,0.22106,-0.11309,0.15994,-0.35132,-0.31642,0.12766,0.10946,-0.24489,0.48929,0.086384,-0.27553,0.46721,0.1779,0.37747,0.49473,0.0033809,0.10709,0.14273,0.037924,0.0031723,0.51398,0.12936,0.62191,-0.21467,-0.099387,-0.0099193,0.0096116,-0.06079,0.0062656,0.39867,0.1138,0.53223,-0.30697,0.52935,0.076315,-0.039567,-0.19518,0.026768,0.43481,0.16739,-0.009719,0.10985,0.70286,0.036264,-0.24252,-0.25133,-0.47798,0.10141,0.45876,0.15618,0.66453,-0.22747,0.3589,0.22386,0.46709,0.17889,0.18571,-0.29692,-0.048872,-0.47971,0.12477,0.47939,-0.20987,0.34138,-0.38849,-0.22687,0.18718,0.37463,-0.033779,0.66802,0.61489,0.30547,0.07004,-0.12643,0.06445,-0.26085,2.6275e-05,0.038837,0.10955,-0.39558,-0.17514,0.36996,0.48283,-0.027897,-0.2446,-0.15659,-0.020113,-0.27728,-0.58572,0.50774,0.2863,-0.27961,-0.078584,0.26853,0.020606,0.12195,-0.35325,0.061849,0.039763,-0.44453,0.63859,0.0065606,0.30917,-0.13257,0.17039,0.26564,-0.36281,0.83074,0.38926,-0.23284,0.13678,0.55219,-0.47388,-0.16525,-0.18164,0.51794,-0.30261,0.63144,0.36591,0.55648,-0.074267,0.23684,-0.39543,0.3986,-0.046238,-0.2407,0.0056909,-0.093217,-0.016667,0.33202,0.054225,0.26748,0.41183,0.010793,0.40855,-0.40313,0.21259,0.27688,0.32617,0.25642,-0.14875,0.22624,-0.20683,-0.021509,0.23995,0.084542,-0.21357,0.37444,0.43606,0.085399,-0.25141,-0.12007,0.028524,0.51277,0.144,0.13877,-0.1275,-0.10133,0.10894,-0.12464,0.39218,-0.022835,0.11271,0.32379,-0.085183,0.17018,0.071127,0.49855,-0.124,0.024774,0.16982,-0.15387,-0.090624,0.062404,0.16222,0.64077,0.22262,0.23166,-0.4159,-0.032112,0.075409,0.12664,0.21239,0.21337,0.37304,0.47606,0.68697,0.02223,-0.36003,-0.34937,0.32083,0.17236,0.0021624,0.58455,0.037929,-0.34942,-0.22768,0.0095021
4,0.2899,0.25598,0.34835,1,0.30675,-0.074556,0.24042,0.62395,-0.01292,0.12604,-0.18924,-0.089322,0.083188,-0.19034,0.69158,-0.31649,0.4292,0.66835,0.23483,0.20564,-0.028998,0.33897,0.39373,0.12525,-0.14557,0.38622,0.48937,0.64539,0.60723,-0.026214,0.15347,0.21656,0.15103,0.15217,0.29298,0.1017,0.10669,-0.014058,0.18965,-0.27945,0.016522,-0.31972,0.17783,0.6672,0.50641,0.24547,-0.20461,-0.15963,0.3154,0.22615,0.24605,-0.38765,-0.12286,-0.040275,0.51915,0.57632,0.42101,-0.13093,-0.12928,0.098244,0.018628,0.31719,0.041639,-0.086258,0.1982,0.10036,0.077671,-0.023645,0.15057,0.40742,0.76553,0.23916,0.069578,0.50239,0.29118,-0.012397,0.13116,0.24543,-0.088714,0.48408,-0.090355,0.23611,0.49252,-0.21402,0.26464,-0.34419,0.26056,0.19113,0.25141,0.2064,0.069378,-0.056153,0.49132,0.34918,0.36329,-0.01987,0.1296,0.31095,0.32709,0.58431,0.26771,0.16697,0.35466,-0.047909,-0.097117,0.052852,0.0037835,-0.019449,0.18649,0.057516,0.1342,0.23436,0.089862,0.061634,0.23327,0.013552,-0.089208,-0.13961,-0.068348,0.15957,-0.0020584,0.23649,0.46686,-0.11411,0.12208,0.057457,-0.31494,0.011945,0.26946,-0.1673,0.16756,-0.24519,0.35785,0.13232,-0.20154,-0.017153,0.18728,0.14912,0.40351,-0.021879,0.16872,-0.070246,0.089659,-0.12468,0.12352,0.11217,0.32378,0.66227,0.05477,0.13546,0.34499,-0.23785,-0.062906,0.18248,-0.37978,-0.1718,0.65235,0.30587,-0.030849,0.070202,-0.011986,0.12964,0.33315,-0.18871,-0.37905,0.36154,-0.021588,-0.1584,-0.12145,0.28662,-0.19675,-0.14504,0.57926,-0.0085953,0.055502,0.046069,0.017361,0.42388,0.068802,0.028517,0.45502,-0.12549,0.5288,-0.17706,0.14024,-0.24737,0.075625,0.23988,0.26014,-0.17679,-0.092742,-0.018794,-0.42747,-0.36805,0.2538,-0.12695,0.16908,0.21688,0.25018,0.021466,0.20902,0.10898,-0.0017483,-0.20573,0.014279,0.28356,0.41969,-0.034671,0.018458,0.17909,0.03784,0.35591,0.17892,0.26714,0.26117,0.17385,0.10759,0.42472,-0.12575,-0.077318,-0.20041,0.23715,0.025425,0.31455,-0.14092,-0.1148,-0.097578,0.075044,0.47968,0.35949,-0.063992,0.076669,-0.22555,0.11044,0.186,0.14934,0.52545,-0.12787,0.35843,0.17788,-0.038068,0.40226,0.17915,0.45464,0.23619,0.51209,0.013878,0.068568,-0.35924,0.04977,-0.25244,0.20348,-0.16378,0.58878,0.5578,-0.039787,0.17375,-0.32171,-0.24846,-0.37336,0.021154,0.10406,-0.18188,0.69952,0.45294,0.12221,0.25134,0.48332,0.41323,-0.11042,-0.093013,0.38917,-0.42347,0.18012,0.21096,0.045129,-0.45994,0.43778
5,0.75129,-0.23309,-0.17485,0.30675,1,-0.099406,0.35374,0.553,0.10431,-0.33479,0.092713,0.050413,-0.19353,-0.055565,0.35869,0.046329,0.57706,0.48702,-0.19954,0.37375,-0.53585,-0.031493,0.18148,-0.51062,-0.23759,-0.1835,0.58105,0.34021,0.48636,0.095008,-0.11915,0.22111,-0.22208,0.44119,0.64562,0.075235,-0.11021,-0.37684,-0.18544,-0.16596,0.22539,0.030202,0.10235,0.55681,0.39875,-0.35801,-0.35195,-0.095377,-0.060308,0.49577,-0.27589,-0.045244,0.026769,0.013561,0.32427,0.5533,0.57162,0.092976,0.24586,0.36878,0.36239,0.06043,-0.19366,0.36351,-0.29317,0.074979,-0.03544,0.076104,-0.24007,0.47346,0.37449,0.19387,0.11475,0.38806,0.45534,-0.21408,0.04758,0.020758,-0.38352,0.38933,-0.45107,0.70775,0.62562,0.017864,0.55357,-0.28135,0.37348,0.78742,-0.089218,0.47267,0.65431,-0.15831,0.76622,0.20497,-0.041803,-0.06866,0.14237,0.57002,0.62088,0.72035,-0.1664,0.24085,-0.1562,0.21811,0.19126,-0.027181,0.24665,-0.014097,0.39413,-0.35534,0.29881,0.33947,0.43481,-0.16024,0.44866,0.23082,-0.0025694,0.36577,-0.41052,-0.07237,-0.13657,0.41637,0.01436,0.22125,0.38504,-0.0050108,-0.10245,-0.031857,-0.18021,-0.33176,-0.34561,-0.039698,0.30707,0.48257,-0.48428,-0.0019401,-0.05533,0.5292,0.35843,0.37589,-0.12941,-0.18905,0.22382,-0.16358,0.35045,0.2952,0.38512,0.16414,0.19646,-0.31127,0.075978,-0.39654,-0.22355,0.45802,-0.22401,-0.031397,0.56727,0.3064,-0.072579,0.32847,0.07095,-0.18443,0.27619,-0.24292,-0.206,0.42136,0.050646,-0.063208,0.34822,0.13733,-0.44459,0.14882,0.56066,-0.083415,-0.032716,0.19122,0.20275,0.4196,-0.23787,0.37571,0.076407,-0.15516,0.37274,-0.20946,-0.12912,-0.5245,0.35434,-0.30967,0.07793,0.0074086,0.026107,-0.56123,-0.12914,-0.27164,0.5917,-0.3094,0.34104,-0.14734,0.2783,-0.2233,0.37101,-0.0059414,0.36302,-0.50369,0.023012,0.56261,0.58083,-0.021868,0.28624,-0.1579,-0.054699,0.26314,0.12976,0.14528,-0.31219,0.63536,0.13617,0.37313,-0.18763,-0.07253,-0.24195,0.018738,0.11361,0.35293,-0.47824,-0.36773,-0.066193,-0.43103,0.0075686,0.29357,0.11418,0.19082,0.098951,-0.4527,0.13493,-0.20137,0.67802,-0.12968,0.35322,0.18863,-0.5194,0.37058,0.38496,0.24438,0.19664,0.39238,-0.059015,-0.506,-0.22337,-0.11427,-0.49922,0.41617,0.094511,0.59534,0.32974,-0.32772,-0.16206,-0.44055,-0.20612,-0.076605,0.13773,0.13502,-0.39317,0.40549,0.397,0.023939,-0.44623,0.60631,0.7073,0.061897,-0.56396,0.1066,-0.32985,-0.16086,0.16286,0.1897,-0.17981,0.39324
6,0.14364,0.2342,-0.022497,-0.074556,-0.099406,1,-0.32939,-0.32391,0.63923,0.47511,0.32925,0.037132,0.23294,-0.0055087,0.22366,0.32842,-0.0045749,-0.05906,0.45719,0.43618,0.078181,-0.0012781,0.12841,0.15024,0.10244,0.025585,-0.11297,0.29883,-0.14698,-0.16944,0.074741,-0.37696,0.32335,0.19854,0.12053,0.19325,0.14847,0.45902,0.073618,0.69876,-0.0075644,0.27996,0.21582,0.05197,-0.096252,0.16378,0.078869,0.10219,-0.18898,0.15232,0.11625,0.31263,-0.014746,0.24879,0.096738,0.25713,-0.15521,0.16857,-0.032276,0.25063,0.0068079,-0.037161,0.49871,-0.13833,0.19781,-0.049533,0.58863,-0.021472,0.17737,-0.28477,-0.19742,0.63683,0.14016,-0.048428,0.086674,0.42434,0.20422,0.35092,0.1729,-0.23976,0.33029,0.061807,0.042506,0.039748,0.32134,0.60334,0.29947,-0.037476,-0.086462,0.2531,0.0311,0.2116,0.016877,0.30729,-0.019329,0.13423,0.25047,0.064738,0.10299,-0.045181,0.055168,0.18505,0.17647,-0.049311,-0.12382,0.11676,0.44758,0.082989,0.22589,0.28759,0.34967,0.16449,0.18383,0.128,-0.03151,0.47292,0.051263,-0.24378,0.29967,0.088246,0.061613,0.25773,-0.14731,0.48898,0.55015,0.15234,-0.29548,0.16401,0.58496,0.48546,0.16139,-0.014043,-0.18994,0.52469,0.46068,0.11649,0.29624,0.35027,0.28864,0.048933,0.18076,0.31165,0.17508,0.03659,0.12513,0.012682,0.12921,0.34556,0.021463,0.21155,-0.081012,0.33927,-0.01309,0.045953,0.25498,-0.047315,-0.22526,-0.091956,0.41911,0.092152,-0.0012835,0.38016,-0.14461,0.10719,-0.2935,0.067156,-0.053735,0.0039272,0.22875,-0.20685,0.035828,-0.18258,-0.28568,0.33512,-0.070854,0.10479,0.2818,-0.22862,0.53737,0.19354,-0.25074,0.36616,0.088449,-0.53325,0.049887,0.21986,0.25944,0.17145,0.32513,0.018643,0.30477,0.2184,0.62622,0.52642,-0.14801,-0.046162,0.17908,0.12296,0.021588,0.1317,0.14836,0.30909,0.017951,0.035358,0.078416,-0.026015,0.050703,0.01888,0.36867,0.21731,0.19706,0.034131,0.28103,0.029976,0.0074871,0.084132,0.21521,0.10448,0.42111,0.38305,0.44155,0.13931,-0.096372,-0.11003,0.37567,0.51599,0.02916,0.46917,0.10468,-0.03599,-0.042607,0.094385,-0.29774,0.21087,0.26467,0.11657,-0.079735,0.62365,0.032211,0.18796,0.10884,-0.13956,0.24212,-0.24037,-0.21525,0.10397,0.13806,0.32001,0.27897,0.36404,0.33092,-0.13979,-0.073259,-0.16172,9.0353e-05,0.29662,0.18861,0.30965,0.42156,0.011577,-0.22577,-0.088775,0.13866,-0.17028,-0.3535,0.16556,-0.0014871,-0.12871,-0.25804,-0.046457,0.38496,-0.19994,0.2718,0.097821,0.0024096,0.29671,0.065138,0.13573
7,0.051205,-0.17602,0.055235,0.24042,0.35374,-0.32939,1,0.41993,-0.062467,-0.2609,-0.028359,0.10001,-0.61465,0.036675,0.010936,0.034534,0.23966,0.26461,-0.3736,-0.15131,-0.14425,0.030462,0.14119,-0.38593,0.2598,-0.1296,0.34523,0.01148,0.2417,0.27588,-0.67487,0.75732,-0.39258,0.036668,0.17958,0.039616,0.18036,-0.28388,-0.13875,-0.4341,0.1748,-0.14044,-0.076522,0.26255,0.30953,-0.26988,-0.050789,0.039412,-0.41186,-0.010026,-0.2906,0.0009538,0.11586,-0.096294,0.11243,0.095224,0.23932,-0.17441,0.6563,0.12122,0.29347,-0.070451,-0.34387,0.85179,-0.25946,-0.29517,-0.34731,0.2665,-0.15859,0.15039,0.23533,-0.10414,0.1449,0.33489,0.10061,-0.46963,-0.21882,-0.26765,-0.21313,0.37117,-0.37214,0.25208,0.162,0.042493,0.25105,-0.1822,0.11497,0.38059,-0.10038,0.12433,0.11663,0.031873,0.20994,-0.30463,-0.16964,0.082652,0.011341,-0.032565,0.033338,0.2474,0.021765,0.1403,-0.18013,0.23853,0.81541,-0.0087557,-0.083221,0.018363,0.048718,-0.10415,-0.0090055,0.074182,0.22308,-0.047084,0.064853,-0.16058,0.051253,0.21715,-0.36763,0.022022,0.077302,0.061568,-0.066307,-0.10952,-0.11334,-0.35161,0.12258,-0.020901,-0.3686,-0.48599,-0.25037,0.10117,-0.015923,0.0017047,-0.40146,-0.19816,0.0080429,0.091978,0.090651,0.14482,-0.23829,-0.16769,-0.033593,-0.36744,-0.010195,0.14915,0.15217,-0.025333,0.10769,-0.13127,0.19082,-0.27221,0.077958,-0.048507,-0.31835,0.10569,0.33546,-0.15894,-0.041839,0.086967,-0.070289,0.054544,0.074618,-0.16451,0.069645,0.19038,-0.0033946,0.048018,-0.11844,0.12353,-0.13103,0.62349,0.40353,-0.17661,0.14987,0.13732,-0.14033,0.38217,-0.48195,0.085694,-0.039115,-0.1727,-0.0037732,0.24395,0.022256,-0.26236,-0.0054934,-0.2499,-0.21582,0.10846,-0.033139,-0.38019,-0.29494,-0.37236,0.21782,0.0076812,0.051839,-0.21428,-0.12973,0.054891,0.080844,0.12897,0.25618,-0.15067,0.098643,0.033873,-0.012275,0.051532,-0.016918,-0.35947,-0.17074,-0.041507,-0.25775,0.13673,-0.26833,0.06568,0.10706,-0.096542,-0.12466,-0.17195,-0.44414,0.034573,0.20963,0.17893,-0.3112,-0.50346,0.067887,-0.47948,0.037499,0.066149,0.29533,0.12152,0.28679,-0.41206,0.090128,0.052631,0.11796,-0.49851,-0.053807,-0.04048,-0.33963,0.46313,0.17837,0.033444,0.0089176,-0.16196,0.03756,-0.48058,-0.066948,-0.18025,-0.28412,0.48086,0.24779,0.26459,0.10218,-0.16715,0.020408,-0.29623,-0.29394,0.24394,0.29781,0.23364,0.14773,0.19075,0.085618,-0.14564,-0.1778,0.19669,0.17218,0.13408,-0.50608,-0.20916,-0.19775,0.24198,0.061671,-0.28023,0.3711,-0.042133
8,0.24721,-0.37176,-0.036939,0.62395,0.553,-0.32391,0.41993,1,-0.034843,-0.34532,-0.29562,0.28336,0.093662,0.16803,0.41283,0.11907,0.40498,0.64452,-0.15686,-0.1142,-0.3502,-0.034948,0.24337,-0.34989,-0.32103,-0.13786,0.55773,0.21878,0.85886,0.048886,0.20523,0.18749,-0.48854,-0.038809,0.48221,0.26744,0.028413,-0.19215,0.020403,-0.42846,0.48726,-0.31439,-0.079231,0.50475,0.62974,-0.35493,-0.10489,0.14957,0.29247,-0.014143,-0.24021,-0.53567,0.2871,-0.040607,0.5538,0.22599,0.69483,-0.25566,0.035934,0.4545,0.56585,-0.099385,-0.48046,0.18116,-0.41948,0.42178,-0.36854,0.25673,-0.2837,0.26897,0.73086,-0.026747,0.45014,0.37222,0.19325,-0.06816,-0.32768,-0.27459,-0.21638,0.87344,-0.37392,0.28269,0.4403,0.17833,0.54526,-0.3405,0.073724,0.49174,-0.12308,0.036186,0.23411,-0.20048,0.36233,0.06925,0.023678,0.13926,0.26283,0.3639,0.42625,0.7999,0.053602,0.19701,-0.12402,0.3318,0.0036737,0.21024,-0.32371,0.21261,0.20717,-0.039324,-0.12032,0.11623,0.50967,-0.22119,0.1209,-0.31756,0.21523,0.051502,-0.40087,0.14002,0.17229,-0.0088188,0.008318,-0.38346,0.15445,0.17619,0.038626,-0.022572,-0.28595,-0.32123,-0.4697,0.19199,0.19923,-0.04711,-0.48355,0.011256,0.015172,0.2107,0.13788,0.46529,0.028545,-0.3604,0.14899,-0.29889,0.43026,0.59415,0.41942,0.11588,0.26024,-0.37215,0.25098,-0.31749,0.098426,0.058749,-0.59254,0.25093,0.83503,0.20472,-0.095316,0.46212,0.1863,-0.2287,0.40416,-0.003367,-0.11373,0.67782,0.19499,0.27063,0.070317,0.38224,-0.075231,0.11702,0.85803,-0.205,0.24604,0.044194,0.18581,0.6069,-0.19263,0.36096,0.099133,-0.1121,0.36916,-0.066239,0.16656,-0.20386,0.37984,-0.28295,-0.08867,0.27263,-0.016703,-0.28346,-0.20718,-0.24492,0.77631,-0.28773,0.44286,-0.12767,-0.033157,0.032988,0.43842,-0.13911,0.5249,-0.19331,0.23122,0.29707,0.55536,0.27087,0.01389,-0.25621,-0.0025741,0.31017,-0.12529,0.36153,-0.19327,0.36784,0.2266,0.10523,-0.3882,-0.12815,-0.11828,0.11512,0.32912,0.61955,-0.31364,-0.25751,0.31041,-0.40323,0.27943,0.59999,0.29192,0.4576,-0.18733,-0.24335,0.16769,0.13808,0.6342,-0.26556,0.28391,0.47329,-0.14074,0.55006,0.2512,0.27857,0.54165,0.13495,0.085565,-0.42233,-0.014647,-0.015133,-0.30053,0.68667,-0.13371,0.6859,0.3049,-0.49834,0.066301,-0.24989,-0.07863,-0.12601,-0.0016723,0.045006,-0.38055,0.67649,0.27631,-0.30607,-0.2199,0.69692,0.60263,0.33176,-0.51798,0.43317,-0.48168,0.14883,0.43529,0.096439,-0.39206,0.17614
9,0.19426,0.15442,0.073139,-0.01292,0.10431,0.63923,-0.062467,-0.034843,1,0.39908,0.27061,0.25202,0.031244,0.19797,0.30677,0.6013,-0.03685,0.13647,0.51901,0.17999,0.074009,0.16105,0.32438,-0.0056055,0.28396,-0.051998,0.11538,0.31352,0.042962,-0.18636,-0.0070032,-0.053997,0.04719,0.1408,0.34514,0.49543,0.43797,0.2979,0.23053,0.64167,0.44873,0.35769,0.20431,0.18815,0.3348,0.10836,0.31717,0.45619,-0.19198,0.11124,-0.029306,0.1299,0.22146,0.47479,0.5167,0.29197,-0.061754,0.23907,0.011035,0.5545,0.29681,-0.35284,0.11441,0.05482,0.015013,0.10235,0.30092,0.085182,0.35475,-0.19263,0.10044,0.78468,0.32071,0.25542,-0.061009,0.19268,0.23956,0.18264,0.19675,0.12018,0.49201,0.095077,-0.0037197,0.26108,0.41844,0.58515,0.3036,0.2757,-0.38994,0.31164,-0.06937,0.47032,0.13201,0.41868,-0.24512,0.36318,0.4573,0.28063,0.36443,0.13912,0.44076,0.41861,-0.053273,0.14251,0.029732,0.29702,0.05256,0.26639,0.099273,0.27923,0.091932,0.33179,0.37544,0.26297,0.11575,0.14118,0.28327,-0.24227,0.50206,0.26675,0.25678,0.12916,-0.17698,0.25372,0.48104,0.024623,-0.21105,0.22292,0.26616,0.40579,0.044582,0.26023,-0.087198,0.57557,0.41883,0.43083,0.57583,0.42111,0.15601,0.35439,0.017013,0.25853,0.13413,-0.017832,0.10678,0.3639,0.28038,0.23216,0.23652,0.069139,0.25794,0.47413,0.21861,0.16384,0.011023,0.21631,0.00017351,-0.10586,0.46302,0.24588,0.34839,0.31336,0.16522,0.41367,-0.31836,0.21381,0.20846,0.23792,0.078271,0.091352,0.23248,-0.040488,0.035971,0.28181,0.023357,0.45504,0.26761,-0.11664,0.12075,0.47411,-0.35012,0.64261,0.22802,-0.50216,0.24592,0.36492,0.41589,0.052965,0.13034,0.31266,0.52543,0.15594,0.49996,0.45308,0.22453,0.061927,0.33259,0.039374,0.050305,0.4216,0.34809,0.035761,0.38358,0.22115,0.30941,0.02469,0.37573,0.30506,0.38305,-0.14809,0.10104,0.092717,0.26877,0.28985,-0.31632,0.26607,0.45727,0.28928,0.35354,0.4297,0.41017,0.28965,0.161,0.32326,0.5292,0.35306,0.26547,0.33116,0.31256,0.3554,0.090825,0.432,-0.34382,0.055055,0.44058,0.23695,0.019903,0.4804,0.2515,0.38557,0.12883,0.11471,0.40053,-0.43288,0.056101,0.14408,0.32638,0.081642,0.44059,0.38269,0.49243,0.21277,0.099152,-0.018523,0.066418,0.088987,0.32843,0.51509,0.43603,-0.033236,-0.15128,0.15342,0.19205,0.041902,-0.26198,0.16747,-0.072632,0.22284,-0.22965,0.1952,0.36749,-0.20356,0.18176,0.32696,0.25847,0.17021,0.14043,0.27225
